actual_player,predicted_player,top_3_predictions,top_3_correct,top_5_predictions,top_5_correct,top_7_predictions,top_7_correct,top_10_predictions,top_10_correct
Andre Miller,Andre Miller,"['Arron Afflalo', 'Al Harrington', 'Andre Miller']",True,"['Allen Iverson', 'Carmelo Anthony', 'Arron Afflalo', 'Al Harrington', 'Andre Miller']",True,"['Anthony Carter', 'Ty Lawson', 'Allen Iverson', 'Carmelo Anthony', 'Arron Afflalo', 'Al Harrington', 'Andre Miller']",True,"['Danilo Gallinari', 'Andre Iguodala', 'Nene Hilario', 'Anthony Carter', 'Ty Lawson', 'Allen Iverson', 'Carmelo Anthony', 'Arron Afflalo', 'Al Harrington', 'Andre Miller']",True
Vince Carter,Vince Carter,"['Jason Terry', 'Shawn Marion', 'Vince Carter']",True,"['Tyson Chandler', 'Josh Howard', 'Jason Terry', 'Shawn Marion', 'Vince Carter']",True,"['Lamar Odom', 'Rodrigue Beaubois', 'Tyson Chandler', 'Josh Howard', 'Jason Terry', 'Shawn Marion', 'Vince Carter']",True,"['Jason Kidd', 'Monta Ellis', 'Dirk Nowitzki', 'Lamar Odom', 'Rodrigue Beaubois', 'Tyson Chandler', 'Josh Howard', 'Jason Terry', 'Shawn Marion', 'Vince Carter']",True
Dexter Pittman,Dwyane Wade,"['LeBron James', 'Joel Anthony', 'Dwyane Wade']",False,"['Mario Chalmers', 'James Jones', 'LeBron James', 'Joel Anthony', 'Dwyane Wade']",False,"['Mike Miller', 'Chris Bosh', 'Mario Chalmers', 'James Jones', 'LeBron James', 'Joel Anthony', 'Dwyane Wade']",False,"['Daequan Cook', 'Udonis Haslem', 'Norris Cole', 'Mike Miller', 'Chris Bosh', 'Mario Chalmers', 'James Jones', 'LeBron James', 'Joel Anthony', 'Dwyane Wade']",False
Marcin Gortat,Marcin Gortat,"['Jared Dudley', 'Shannon Brown', 'Marcin Gortat']",True,"['Robin Lopez', 'Markieff Morris', 'Jared Dudley', 'Shannon Brown', 'Marcin Gortat']",True,"['Grant Hill', 'Steve Nash', 'Robin Lopez', 'Markieff Morris', 'Jared Dudley', 'Shannon Brown', 'Marcin Gortat']",True,"['Sebastian Telfair', 'Channing Frye', 'Leandro Barbosa', 'Grant Hill', 'Steve Nash', 'Robin Lopez', 'Markieff Morris', 'Jared Dudley', 'Shannon Brown', 'Marcin Gortat']",True
Brandon Jennings,Brandon Jennings,"['Ersan Ilyasova', 'Carlos Delfino', 'Brandon Jennings']",True,"['Ekpe Udoh', 'Charlie Bell', 'Ersan Ilyasova', 'Carlos Delfino', 'Brandon Jennings']",True,"['Charlie Villanueva', 'Beno Udrih', 'Ekpe Udoh', 'Charlie Bell', 'Ersan Ilyasova', 'Carlos Delfino', 'Brandon Jennings']",True,"['Andrew Bogut', 'Mike Dunleavy', 'Luc Mbah a Moute', 'Charlie Villanueva', 'Beno Udrih', 'Ekpe Udoh', 'Charlie Bell', 'Ersan Ilyasova', 'Carlos Delfino', 'Brandon Jennings']",True
Earl Clark,Dwight Howard,"['Hedo Turkoglu', 'Jameer Nelson', 'Dwight Howard']",False,"['Glen Davis', 'J.J. Redick', 'Hedo Turkoglu', 'Jameer Nelson', 'Dwight Howard']",False,"['Nikola Vucevic', 'Darko Milicic', 'Glen Davis', 'J.J. Redick', 'Hedo Turkoglu', 'Jameer Nelson', 'Dwight Howard']",False,"['Grant Hill', 'Chris Duhon', 'Earl Clark', 'Nikola Vucevic', 'Darko Milicic', 'Glen Davis', 'J.J. Redick', 'Hedo Turkoglu', 'Jameer Nelson', 'Dwight Howard']",True
Brandon Bass,Brandon Bass,"['Rajon Rondo', 'Avery Bradley', 'Brandon Bass']",True,"['Glen Davis', 'Chris Wilcox', 'Rajon Rondo', 'Avery Bradley', 'Brandon Bass']",True,"['Paul Pierce', ""Jermaine O'Neal"", 'Glen Davis', 'Chris Wilcox', 'Rajon Rondo', 'Avery Bradley', 'Brandon Bass']",True,"['Kendrick Perkins', 'Kevin Garnett', 'Eddie House', 'Paul Pierce', ""Jermaine O'Neal"", 'Glen Davis', 'Chris Wilcox', 'Rajon Rondo', 'Avery Bradley', 'Brandon Bass']",True
Jerryd Bayless,Jose Calderon,"['James Johnson', 'Jerryd Bayless', 'Jose Calderon']",True,"['Jamario Moon', 'DeMar DeRozan', 'James Johnson', 'Jerryd Bayless', 'Jose Calderon']",True,"['Andrea Bargnani', 'Leandro Barbosa', 'Jamario Moon', 'DeMar DeRozan', 'James Johnson', 'Jerryd Bayless', 'Jose Calderon']",True,"['Amir Johnson', 'Kyle Lowry', 'Ed Davis', 'Andrea Bargnani', 'Leandro Barbosa', 'Jamario Moon', 'DeMar DeRozan', 'James Johnson', 'Jerryd Bayless', 'Jose Calderon']",True
Cartier Martin,Andray Blatche,"['John Wall', 'Antawn Jamison', 'Andray Blatche']",False,"['Bradley Beal', 'Chris Singleton', 'John Wall', 'Antawn Jamison', 'Andray Blatche']",False,"['Cartier Martin', 'Jan Vesely', 'Bradley Beal', 'Chris Singleton', 'John Wall', 'Antawn Jamison', 'Andray Blatche']",True,"['Kevin Seraphin', 'Brian Cook', 'JaVale McGee', 'Cartier Martin', 'Jan Vesely', 'Bradley Beal', 'Chris Singleton', 'John Wall', 'Antawn Jamison', 'Andray Blatche']",True
JaVale McGee,Andray Blatche,"['John Wall', 'JaVale McGee', 'Andray Blatche']",True,"['Bradley Beal', 'Antawn Jamison', 'John Wall', 'JaVale McGee', 'Andray Blatche']",True,"['Chris Singleton', 'Cartier Martin', 'Bradley Beal', 'Antawn Jamison', 'John Wall', 'JaVale McGee', 'Andray Blatche']",True,"['Andre Miller', 'Jordan Crawford', 'Kevin Seraphin', 'Chris Singleton', 'Cartier Martin', 'Bradley Beal', 'Antawn Jamison', 'John Wall', 'JaVale McGee', 'Andray Blatche']",True
J.R. Smith,Carmelo Anthony,"['Jared Jeffries', 'J.R. Smith', 'Carmelo Anthony']",True,"['Landry Fields', 'Iman Shumpert', 'Jared Jeffries', 'J.R. Smith', 'Carmelo Anthony']",True,"['Jamal Crawford', ""Amar'e Stoudemire"", 'Landry Fields', 'Iman Shumpert', 'Jared Jeffries', 'J.R. Smith', 'Carmelo Anthony']",True,"['Raymond Felton', 'David Lee', 'Tyson Chandler', 'Jamal Crawford', ""Amar'e Stoudemire"", 'Landry Fields', 'Iman Shumpert', 'Jared Jeffries', 'J.R. Smith', 'Carmelo Anthony']",True
E'Twaun Moore,Kevin Garnett,"['Paul Pierce', 'Brandon Bass', 'Kevin Garnett']",False,"['Jeff Green', 'Rajon Rondo', 'Paul Pierce', 'Brandon Bass', 'Kevin Garnett']",False,"['Glen Davis', 'Jared Sullinger', 'Jeff Green', 'Rajon Rondo', 'Paul Pierce', 'Brandon Bass', 'Kevin Garnett']",False,"['Ray Allen', 'Kendrick Perkins', 'Avery Bradley', 'Glen Davis', 'Jared Sullinger', 'Jeff Green', 'Rajon Rondo', 'Paul Pierce', 'Brandon Bass', 'Kevin Garnett']",False
Brandon Jennings,Brandon Jennings,"['Beno Udrih', 'Andrew Bogut', 'Brandon Jennings']",True,"['Brandon Knight', 'Ersan Ilyasova', 'Beno Udrih', 'Andrew Bogut', 'Brandon Jennings']",True,"['Carlos Delfino', 'Charlie Bell', 'Brandon Knight', 'Ersan Ilyasova', 'Beno Udrih', 'Andrew Bogut', 'Brandon Jennings']",True,"['Al Horford', 'Mike Dunleavy', 'Luc Mbah a Moute', 'Carlos Delfino', 'Charlie Bell', 'Brandon Knight', 'Ersan Ilyasova', 'Beno Udrih', 'Andrew Bogut', 'Brandon Jennings']",True
Joel Anthony,Joel Anthony,"['LeBron James', 'Mario Chalmers', 'Joel Anthony']",True,"['Norris Cole', 'Dwyane Wade', 'LeBron James', 'Mario Chalmers', 'Joel Anthony']",True,"['Shane Battier', 'Chris Bosh', 'Norris Cole', 'Dwyane Wade', 'LeBron James', 'Mario Chalmers', 'Joel Anthony']",True,"['James Jones', 'Udonis Haslem', 'Mike Miller', 'Shane Battier', 'Chris Bosh', 'Norris Cole', 'Dwyane Wade', 'LeBron James', 'Mario Chalmers', 'Joel Anthony']",True
Semih Erden,Tristan Thompson,"['Ryan Hollins', 'Samardo Samuels', 'Tristan Thompson']",False,"['LeBron James', 'Zydrunas Ilgauskas', 'Ryan Hollins', 'Samardo Samuels', 'Tristan Thompson']",False,"['Antawn Jamison', 'Ramon Sessions', 'LeBron James', 'Zydrunas Ilgauskas', 'Ryan Hollins', 'Samardo Samuels', 'Tristan Thompson']",False,"['Mo Williams', 'Daniel Gibson', 'Kyrie Irving', 'Antawn Jamison', 'Ramon Sessions', 'LeBron James', 'Zydrunas Ilgauskas', 'Ryan Hollins', 'Samardo Samuels', 'Tristan Thompson']",False
Jan Vesely,John Wall,"['Antawn Jamison', 'Caron Butler', 'John Wall']",False,"['Nick Young', 'JaVale McGee', 'Antawn Jamison', 'Caron Butler', 'John Wall']",False,"['Antonio Daniels', 'Kevin Seraphin', 'Nick Young', 'JaVale McGee', 'Antawn Jamison', 'Caron Butler', 'John Wall']",False,"['DeShawn Stevenson', 'Andray Blatche', 'Jordan Crawford', 'Antonio Daniels', 'Kevin Seraphin', 'Nick Young', 'JaVale McGee', 'Antawn Jamison', 'Caron Butler', 'John Wall']",False
Derrick Rose,Derrick Rose,"['Carlos Boozer', 'Joakim Noah', 'Derrick Rose']",True,"['Luol Deng', 'Kyle Korver', 'Carlos Boozer', 'Joakim Noah', 'Derrick Rose']",True,"['Ben Gordon', 'Jimmy Butler', 'Luol Deng', 'Kyle Korver', 'Carlos Boozer', 'Joakim Noah', 'Derrick Rose']",True,"['Ben Wallace', 'John Lucas III', 'Kirk Hinrich', 'Ben Gordon', 'Jimmy Butler', 'Luol Deng', 'Kyle Korver', 'Carlos Boozer', 'Joakim Noah', 'Derrick Rose']",True
Chris Bosh,Chris Bosh,"['Joel Anthony', 'Dwyane Wade', 'Chris Bosh']",True,"['Chris Andersen', 'LeBron James', 'Joel Anthony', 'Dwyane Wade', 'Chris Bosh']",True,"['Udonis Haslem', 'Mario Chalmers', 'Chris Andersen', 'LeBron James', 'Joel Anthony', 'Dwyane Wade', 'Chris Bosh']",True,"['Shane Battier', 'Carlos Arroyo', 'Norris Cole', 'Udonis Haslem', 'Mario Chalmers', 'Chris Andersen', 'LeBron James', 'Joel Anthony', 'Dwyane Wade', 'Chris Bosh']",True
Kenyon Martin,DeAndre Jordan,"['Chris Paul', 'Blake Griffin', 'DeAndre Jordan']",False,"['Mo Williams', 'Jamal Crawford', 'Chris Paul', 'Blake Griffin', 'DeAndre Jordan']",False,"['Nick Young', 'Kenyon Martin', 'Mo Williams', 'Jamal Crawford', 'Chris Paul', 'Blake Griffin', 'DeAndre Jordan']",True,"['Matt Barnes', 'Reggie Evans', 'Randy Foye', 'Nick Young', 'Kenyon Martin', 'Mo Williams', 'Jamal Crawford', 'Chris Paul', 'Blake Griffin', 'DeAndre Jordan']",True
Matt Bonner,Tim Duncan,"['Manu Ginobili', 'Matt Bonner', 'Tim Duncan']",True,"['Tiago Splitter', 'Patty Mills', 'Manu Ginobili', 'Matt Bonner', 'Tim Duncan']",True,"['Richard Jefferson', 'Michael Finley', 'Tiago Splitter', 'Patty Mills', 'Manu Ginobili', 'Matt Bonner', 'Tim Duncan']",True,"['Kawhi Leonard', 'T.J. Ford', 'Stephen Jackson', 'Richard Jefferson', 'Michael Finley', 'Tiago Splitter', 'Patty Mills', 'Manu Ginobili', 'Matt Bonner', 'Tim Duncan']",True
Jeff Teague,Al Horford,"['Joe Johnson', 'Andre Iguodala', 'Al Horford']",False,"['Dwight Howard', 'Al Jefferson', 'Joe Johnson', 'Andre Iguodala', 'Al Horford']",False,"['Al Harrington', ""Amar'e Stoudemire"", 'Dwight Howard', 'Al Jefferson', 'Joe Johnson', 'Andre Iguodala', 'Al Horford']",False,"['Josh Smith', 'Andrew Bogut', 'Carmelo Anthony', 'Al Harrington', ""Amar'e Stoudemire"", 'Dwight Howard', 'Al Jefferson', 'Joe Johnson', 'Andre Iguodala', 'Al Horford']",False
Jerry Stackhouse,Joe Johnson,"['Jamal Crawford', 'Josh Smith', 'Joe Johnson']",False,"['Dwight Howard', 'Marvin Williams', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",False,"['Deron Williams', 'Monta Ellis', 'Dwight Howard', 'Marvin Williams', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",False,"['Chris Paul', 'J.R. Smith', 'Carmelo Anthony', 'Deron Williams', 'Monta Ellis', 'Dwight Howard', 'Marvin Williams', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",False
Shelvin Mack,John Wall,"['Kevin Seraphin', 'Nick Young', 'John Wall']",False,"['Jordan Crawford', 'Caron Butler', 'Kevin Seraphin', 'Nick Young', 'John Wall']",False,"['Antawn Jamison', 'DeShawn Stevenson', 'Jordan Crawford', 'Caron Butler', 'Kevin Seraphin', 'Nick Young', 'John Wall']",False,"['Andray Blatche', 'Gilbert Arenas', 'JaVale McGee', 'Antawn Jamison', 'DeShawn Stevenson', 'Jordan Crawford', 'Caron Butler', 'Kevin Seraphin', 'Nick Young', 'John Wall']",False
Drew Gooden,Ersan Ilyasova,"['Luc Mbah a Moute', 'Carlos Delfino', 'Ersan Ilyasova']",False,"['Drew Gooden', 'Brandon Jennings', 'Luc Mbah a Moute', 'Carlos Delfino', 'Ersan Ilyasova']",True,"['Ekpe Udoh', 'Mike Dunleavy', 'Drew Gooden', 'Brandon Jennings', 'Luc Mbah a Moute', 'Carlos Delfino', 'Ersan Ilyasova']",True,"['Joe Johnson', 'Monta Ellis', 'Larry Sanders', 'Ekpe Udoh', 'Mike Dunleavy', 'Drew Gooden', 'Brandon Jennings', 'Luc Mbah a Moute', 'Carlos Delfino', 'Ersan Ilyasova']",True
Raymond Felton,Raymond Felton,"['LaMarcus Aldridge', 'Nicolas Batum', 'Raymond Felton']",True,"['Wesley Matthews', 'Marcus Camby', 'LaMarcus Aldridge', 'Nicolas Batum', 'Raymond Felton']",True,"['Gerald Wallace', 'Steve Blake', 'Wesley Matthews', 'Marcus Camby', 'LaMarcus Aldridge', 'Nicolas Batum', 'Raymond Felton']",True,"['Martell Webster', 'Jamal Crawford', 'Rudy Fernandez', 'Gerald Wallace', 'Steve Blake', 'Wesley Matthews', 'Marcus Camby', 'LaMarcus Aldridge', 'Nicolas Batum', 'Raymond Felton']",True
Jared Dudley,Jared Dudley,"['Markieff Morris', 'Grant Hill', 'Jared Dudley']",True,"['Josh Childress', 'Marcin Gortat', 'Markieff Morris', 'Grant Hill', 'Jared Dudley']",True,"['Channing Frye', 'Goran Dragic', 'Josh Childress', 'Marcin Gortat', 'Markieff Morris', 'Grant Hill', 'Jared Dudley']",True,"['Steve Nash', 'Boris Diaw', 'Leandro Barbosa', 'Channing Frye', 'Goran Dragic', 'Josh Childress', 'Marcin Gortat', 'Markieff Morris', 'Grant Hill', 'Jared Dudley']",True
Quincy Pondexter,O.J. Mayo,"['Tony Allen', 'Rudy Gay', 'O.J. Mayo']",False,"['Quincy Pondexter', 'Mike Conley', 'Tony Allen', 'Rudy Gay', 'O.J. Mayo']",True,"['Mike Miller', 'Marc Gasol', 'Quincy Pondexter', 'Mike Conley', 'Tony Allen', 'Rudy Gay', 'O.J. Mayo']",True,"['Zach Randolph', 'Tayshaun Prince', 'Marreese Speights', 'Mike Miller', 'Marc Gasol', 'Quincy Pondexter', 'Mike Conley', 'Tony Allen', 'Rudy Gay', 'O.J. Mayo']",True
Nikola Vucevic,Thaddeus Young,"['Willie Green', 'Spencer Hawes', 'Thaddeus Young']",False,"['Lavoy Allen', 'Nikola Vucevic', 'Willie Green', 'Spencer Hawes', 'Thaddeus Young']",True,"['Jrue Holiday', 'Lou Williams', 'Lavoy Allen', 'Nikola Vucevic', 'Willie Green', 'Spencer Hawes', 'Thaddeus Young']",True,"['Samuel Dalembert', 'Elton Brand', 'Tony Battie', 'Jrue Holiday', 'Lou Williams', 'Lavoy Allen', 'Nikola Vucevic', 'Willie Green', 'Spencer Hawes', 'Thaddeus Young']",True
Eric Bledsoe,Chris Paul,"['DeAndre Jordan', 'Blake Griffin', 'Chris Paul']",False,"['Eric Bledsoe', 'Jamal Crawford', 'DeAndre Jordan', 'Blake Griffin', 'Chris Paul']",True,"['Chris Kaman', 'Eric Gordon', 'Eric Bledsoe', 'Jamal Crawford', 'DeAndre Jordan', 'Blake Griffin', 'Chris Paul']",True,"['Corey Maggette', 'Caron Butler', 'Cuttino Mobley', 'Chris Kaman', 'Eric Gordon', 'Eric Bledsoe', 'Jamal Crawford', 'DeAndre Jordan', 'Blake Griffin', 'Chris Paul']",True
Andrea Bargnani,DeMar DeRozan,"['Ed Davis', 'Andrea Bargnani', 'DeMar DeRozan']",True,"['Jose Calderon', 'Chris Bosh', 'Ed Davis', 'Andrea Bargnani', 'DeMar DeRozan']",True,"['Jonas Valanciunas', 'Amir Johnson', 'Jose Calderon', 'Chris Bosh', 'Ed Davis', 'Andrea Bargnani', 'DeMar DeRozan']",True,"['Ben Uzoh', 'James Johnson', 'Anthony Parker', 'Jonas Valanciunas', 'Amir Johnson', 'Jose Calderon', 'Chris Bosh', 'Ed Davis', 'Andrea Bargnani', 'DeMar DeRozan']",True
James Harden,James Harden,"['Kevin Durant', 'Daequan Cook', 'James Harden']",True,"['Derek Fisher', 'Nick Collison', 'Kevin Durant', 'Daequan Cook', 'James Harden']",True,"['Russell Westbrook', 'Kendrick Perkins', 'Derek Fisher', 'Nick Collison', 'Kevin Durant', 'Daequan Cook', 'James Harden']",True,"['Anthony Morrow', 'Jeff Green', 'Eric Maynor', 'Russell Westbrook', 'Kendrick Perkins', 'Derek Fisher', 'Nick Collison', 'Kevin Durant', 'Daequan Cook', 'James Harden']",True
James Johnson,Jose Calderon,"['DeMar DeRozan', 'James Johnson', 'Jose Calderon']",True,"['Rasho Nesterovic', 'Ed Davis', 'DeMar DeRozan', 'James Johnson', 'Jose Calderon']",True,"['Andrea Bargnani', 'Leandro Barbosa', 'Rasho Nesterovic', 'Ed Davis', 'DeMar DeRozan', 'James Johnson', 'Jose Calderon']",True,"['Gary Forbes', 'Amir Johnson', 'Jerryd Bayless', 'Andrea Bargnani', 'Leandro Barbosa', 'Rasho Nesterovic', 'Ed Davis', 'DeMar DeRozan', 'James Johnson', 'Jose Calderon']",True
Chuck Hayes,DeMarcus Cousins,"['Beno Udrih', 'Chuck Hayes', 'DeMarcus Cousins']",True,"['Jason Thompson', 'Ben McLemore', 'Beno Udrih', 'Chuck Hayes', 'DeMarcus Cousins']",True,"['Isaiah Thomas', 'Francisco Garcia', 'Jason Thompson', 'Ben McLemore', 'Beno Udrih', 'Chuck Hayes', 'DeMarcus Cousins']",True,"['Donte Greene', 'Andres Nocioni', 'Aaron Brooks', 'Isaiah Thomas', 'Francisco Garcia', 'Jason Thompson', 'Ben McLemore', 'Beno Udrih', 'Chuck Hayes', 'DeMarcus Cousins']",True
Ish Smith,Monta Ellis,"['David Lee', 'Dorell Wright', 'Monta Ellis']",False,"['Klay Thompson', 'Stephen Curry', 'David Lee', 'Dorell Wright', 'Monta Ellis']",False,"['Harrison Barnes', 'Baron Davis', 'Klay Thompson', 'Stephen Curry', 'David Lee', 'Dorell Wright', 'Monta Ellis']",False,"['Matt Barnes', 'Ekpe Udoh', 'Andris Biedrins', 'Harrison Barnes', 'Baron Davis', 'Klay Thompson', 'Stephen Curry', 'David Lee', 'Dorell Wright', 'Monta Ellis']",False
Lance Stephenson,George Hill,"['David West', 'Lance Stephenson', 'George Hill']",True,"['Paul George', 'Roy Hibbert', 'David West', 'Lance Stephenson', 'George Hill']",True,"['Danny Granger', 'Jeff Foster', 'Paul George', 'Roy Hibbert', 'David West', 'Lance Stephenson', 'George Hill']",True,"['Ian Mahinmi', 'A.J. Price', 'Mike Dunleavy', 'Danny Granger', 'Jeff Foster', 'Paul George', 'Roy Hibbert', 'David West', 'Lance Stephenson', 'George Hill']",True
Amir Johnson,DeMar DeRozan,"['Chris Bosh', 'Andrea Bargnani', 'DeMar DeRozan']",False,"['Ed Davis', 'Amir Johnson', 'Chris Bosh', 'Andrea Bargnani', 'DeMar DeRozan']",True,"['Jose Calderon', 'Anthony Parker', 'Ed Davis', 'Amir Johnson', 'Chris Bosh', 'Andrea Bargnani', 'DeMar DeRozan']",True,"['Alan Anderson', 'James Johnson', 'Jerryd Bayless', 'Jose Calderon', 'Anthony Parker', 'Ed Davis', 'Amir Johnson', 'Chris Bosh', 'Andrea Bargnani', 'DeMar DeRozan']",True
Mike Bibby,Landry Fields,"['Jared Jeffries', 'Steve Novak', 'Landry Fields']",False,"['Carmelo Anthony', 'Toney Douglas', 'Jared Jeffries', 'Steve Novak', 'Landry Fields']",False,"['Iman Shumpert', 'J.R. Smith', 'Carmelo Anthony', 'Toney Douglas', 'Jared Jeffries', 'Steve Novak', 'Landry Fields']",False,"['Nate Robinson', 'Jamal Crawford', 'David Lee', 'Iman Shumpert', 'J.R. Smith', 'Carmelo Anthony', 'Toney Douglas', 'Jared Jeffries', 'Steve Novak', 'Landry Fields']",False
Paul Pierce,Paul Pierce,"['Rajon Rondo', 'Kevin Garnett', 'Paul Pierce']",True,"['Keyon Dooling', 'Jeff Green', 'Rajon Rondo', 'Kevin Garnett', 'Paul Pierce']",True,"['Brandon Bass', 'Mickael Pietrus', 'Keyon Dooling', 'Jeff Green', 'Rajon Rondo', 'Kevin Garnett', 'Paul Pierce']",True,"['Greg Stiemsma', 'Marquis Daniels', ""Jermaine O'Neal"", 'Brandon Bass', 'Mickael Pietrus', 'Keyon Dooling', 'Jeff Green', 'Rajon Rondo', 'Kevin Garnett', 'Paul Pierce']",True
Carlos Boozer,Carlos Boozer,"['Ben Gordon', 'C.J. Watson', 'Carlos Boozer']",True,"['Andres Nocioni', 'Derrick Rose', 'Ben Gordon', 'C.J. Watson', 'Carlos Boozer']",True,"['Luol Deng', 'Joakim Noah', 'Andres Nocioni', 'Derrick Rose', 'Ben Gordon', 'C.J. Watson', 'Carlos Boozer']",True,"['Kirk Hinrich', 'Brad Miller', 'Jimmy Butler', 'Luol Deng', 'Joakim Noah', 'Andres Nocioni', 'Derrick Rose', 'Ben Gordon', 'C.J. Watson', 'Carlos Boozer']",True
Anthony Parker,Daniel Gibson,"['Antawn Jamison', 'Kyrie Irving', 'Daniel Gibson']",False,"['Anthony Parker', 'LeBron James', 'Antawn Jamison', 'Kyrie Irving', 'Daniel Gibson']",True,"['Ramon Sessions', 'Anderson Varejao', 'Anthony Parker', 'LeBron James', 'Antawn Jamison', 'Kyrie Irving', 'Daniel Gibson']",True,"['J.J. Hickson', 'Alonzo Gee', 'Tristan Thompson', 'Ramon Sessions', 'Anderson Varejao', 'Anthony Parker', 'LeBron James', 'Antawn Jamison', 'Kyrie Irving', 'Daniel Gibson']",True
Amir Johnson,DeMar DeRozan,"['Andrea Bargnani', 'Ed Davis', 'DeMar DeRozan']",False,"['Chris Bosh', 'Anthony Parker', 'Andrea Bargnani', 'Ed Davis', 'DeMar DeRozan']",False,"['Jose Calderon', 'Linas Kleiza', 'Chris Bosh', 'Anthony Parker', 'Andrea Bargnani', 'Ed Davis', 'DeMar DeRozan']",False,"['Jamaal Magloire', 'Ben Uzoh', 'Amir Johnson', 'Jose Calderon', 'Linas Kleiza', 'Chris Bosh', 'Anthony Parker', 'Andrea Bargnani', 'Ed Davis', 'DeMar DeRozan']",True
Tyson Chandler,Tyson Chandler,"['Steve Novak', 'Wilson Chandler', 'Tyson Chandler']",True,"['Carmelo Anthony', 'Toney Douglas', 'Steve Novak', 'Wilson Chandler', 'Tyson Chandler']",True,"['J.R. Smith', 'Jared Jeffries', 'Carmelo Anthony', 'Toney Douglas', 'Steve Novak', 'Wilson Chandler', 'Tyson Chandler']",True,"['Raymond Felton', ""Amar'e Stoudemire"", 'Landry Fields', 'J.R. Smith', 'Jared Jeffries', 'Carmelo Anthony', 'Toney Douglas', 'Steve Novak', 'Wilson Chandler', 'Tyson Chandler']",True
Jon Leuer,Monta Ellis,"['Shaun Livingston', 'Mike Dunleavy', 'Monta Ellis']",False,"['Ersan Ilyasova', 'Jon Leuer', 'Shaun Livingston', 'Mike Dunleavy', 'Monta Ellis']",True,"['Zaza Pachulia', 'Luc Mbah a Moute', 'Ersan Ilyasova', 'Jon Leuer', 'Shaun Livingston', 'Mike Dunleavy', 'Monta Ellis']",True,"['Brandon Jennings', 'Tobias Harris', 'Mo Williams', 'Zaza Pachulia', 'Luc Mbah a Moute', 'Ersan Ilyasova', 'Jon Leuer', 'Shaun Livingston', 'Mike Dunleavy', 'Monta Ellis']",True
Chris Bosh,Chris Bosh,"['LeBron James', 'Dwyane Wade', 'Chris Bosh']",True,"['Joel Anthony', 'James Jones', 'LeBron James', 'Dwyane Wade', 'Chris Bosh']",True,"['Shane Battier', 'Mario Chalmers', 'Joel Anthony', 'James Jones', 'LeBron James', 'Dwyane Wade', 'Chris Bosh']",True,"['Norris Cole', 'Udonis Haslem', 'Chris Andersen', 'Shane Battier', 'Mario Chalmers', 'Joel Anthony', 'James Jones', 'LeBron James', 'Dwyane Wade', 'Chris Bosh']",True
Rodney Stuckey,Rodney Stuckey,"['Tayshaun Prince', 'Jonas Jerebko', 'Rodney Stuckey']",True,"['Richard Hamilton', 'Jason Maxiell', 'Tayshaun Prince', 'Jonas Jerebko', 'Rodney Stuckey']",True,"['Rasheed Wallace', 'Greg Monroe', 'Richard Hamilton', 'Jason Maxiell', 'Tayshaun Prince', 'Jonas Jerebko', 'Rodney Stuckey']",True,"['Ronald Murray', 'Damien Wilkins', 'Ben Gordon', 'Rasheed Wallace', 'Greg Monroe', 'Richard Hamilton', 'Jason Maxiell', 'Tayshaun Prince', 'Jonas Jerebko', 'Rodney Stuckey']",True
Joakim Noah,Joakim Noah,"['Kirk Hinrich', 'Luol Deng', 'Joakim Noah']",True,"['Derrick Rose', 'Kyle Korver', 'Kirk Hinrich', 'Luol Deng', 'Joakim Noah']",True,"['Chris Duhon', 'Carlos Boozer', 'Derrick Rose', 'Kyle Korver', 'Kirk Hinrich', 'Luol Deng', 'Joakim Noah']",True,"['Jimmy Butler', 'Ben Wallace', 'Mike James', 'Chris Duhon', 'Carlos Boozer', 'Derrick Rose', 'Kyle Korver', 'Kirk Hinrich', 'Luol Deng', 'Joakim Noah']",True
Shane Battier,Shane Battier,"['Norris Cole', 'Mario Chalmers', 'Shane Battier']",True,"['Mike Miller', 'LeBron James', 'Norris Cole', 'Mario Chalmers', 'Shane Battier']",True,"['Chris Bosh', 'Udonis Haslem', 'Mike Miller', 'LeBron James', 'Norris Cole', 'Mario Chalmers', 'Shane Battier']",True,"['Ray Allen', 'Michael Beasley', 'Dwyane Wade', 'Chris Bosh', 'Udonis Haslem', 'Mike Miller', 'LeBron James', 'Norris Cole', 'Mario Chalmers', 'Shane Battier']",True
DeJuan Blair,Danny Green,"['Boris Diaw', 'DeJuan Blair', 'Danny Green']",True,"['Bruce Bowen', 'Gary Neal', 'Boris Diaw', 'DeJuan Blair', 'Danny Green']",True,"['Manu Ginobili', 'Tim Duncan', 'Bruce Bowen', 'Gary Neal', 'Boris Diaw', 'DeJuan Blair', 'Danny Green']",True,"['Matt Bonner', 'Antonio McDyess', 'Kawhi Leonard', 'Manu Ginobili', 'Tim Duncan', 'Bruce Bowen', 'Gary Neal', 'Boris Diaw', 'DeJuan Blair', 'Danny Green']",True
